file,target,candidate
hexo.c3d0367955c8b5566c0f0ee2b131659aa2196549.test.scripts.hexo.locals.js,locals.cache.has('foo').should.be.false;,locals.cache.has(\'foo\').should.be.true;
hexo.569856ede6348267e19fd64a1d97e75495b7344d.test.scripts.helpers.toc.js,"list_number: true,","list_number: true,"
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.test.scripts.theme.view.js,"describe('View', function() {",before(function(){
express.4f5ab5e88fa1e77c22b4d7934006699e7692e3bd.lib.express.helpers.js,exports.jsonDecode = function(string) {,exports.jsonDecode = function(string) {
express.1d0a56b673b53d7beea5c0407dd7cf00a469adf5.test.res.redirect.js,}),NULL
karma.98f30526f7aaa3e87f7823baf34febd4b01f9213.lib.server.js,"log.debug('List of files has changed, trying to execute');",log.debug('// webServer > '// browserify');
bower.99105fbb578b55f44f76f80f9ca4e1276b55808c.lib.commands.link.js,var rimraf = require('../util/rimraf');,var cli = require('../util/cli');
bower.a38af3a31c7f4783597ed52773137d9658d8da53.test.test.js,require('./resolve/resolvers/urlResolver');,require('./resolve/resolvers/urlResolver');
hexo.af46793aa7fd6548644f07b5fe755f4c62c11178.lib.plugins.console.version.js,var os = require('os');,var fs = require(\'hexo-fs\');
express.f17434c95b493e8a229c3487256afe086bbe498a.test.app.options.js,"app.get('/users', function(req, res){});","app.get('/users', function(req, res){});"
hexo.f3517907e7e86bf8d636ebc624beaf56524e86d3.test.scripts.extend.deployer.js,require('chai').should();,""""
express.693e37459a4bdd815279c5253702c98456bd2467.spec.spec.request.js,end,end
bower.fdb8e0e2e5cb45ed16fbf37751c3467ab39496da.lib.core.Package.js,this._guessedName = !this.name;,this._length = true;
hexo.f130342eb47ff9be64a33f58b7d78c736fe9a669.lib.core.js,"this.scaffold_dir = path.join(baseDir, 'scaffolds');","this.scaffold_dir = path.join(baseDir,'scaffolds');"
hexo.cfa6ac292af8427c41253fb89b0fcc61343518a7.lib.plugins.helper.list_categories.js,if (self.page.base.startsWith(cat.path)) {,return Object.unshift(top => {
bower.3f7bd981748958d7b24952741d3c8aaa772e3868.test.resolve.resolvers.gitResolver.js,cleanInternalResolverCache();,return Q.resolve(s);
express.3dfe6c06d6439edd0dbcdd8583f31819f26b295c.lib.express.core.js,"response.sendHeader(Express.response.status, Express.hashToArray(Express.response.headers))","return Express.server.callback.apply(Express, arguments)"
hexo.dc9d51359bc764ceb5f420d41dcce61ffb2a5459.test.tag.test.js,$('iframe').attr('src').should.eql('//player.vimeo.com/video/foo');,""""
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.test.scripts.tags.include_code.js,"describe('include_code', function() {","describe.skip(\' code\', function(){"
hexo.f379187fa86eaf233686b23c49043d00aee0a43b.test.scripts.console.generate.js,result[2].should.be.true;,"patterns: true,"
bower.0ab2ce9cf6f24bde13dd2d4c5ec7acf4f83b223b.lib.index.js,abbreviations.ls = 'list';,"abbreviations: abbreviations,"
eslint.219aecb78bc646d44bad27dc775a9b3d3dc58232.tests.lib.load-rules.js,"const loadRules = require(""../../../lib/cli-engine/load-rules"");","const expected = require(""./foo"");"
express.fa37e5a35f2f8c8d412d9095a6002b95f058d3ef.examples.chat.app.js,use(Cookie),"run()"""
hexo.1e62e8383f96915b905c2b715edff3e2389d5a0d.lib.processor.load.js,"if (!args) return '<notextile><pre><code>' + highlight(str, {gutter: false}) + '</code></pre></notextile>';",if (!args) return '<notextile><pre><code>' + highlight(str) + '</code></pre></notextile>';
hexo.712620298a7b18c3230110a8d2b3470d936c96c3.lib.plugins.filter.template_locals.i18n.js,function i18nLocalsFilter(locals) {,function i18nLocalsFilter(locals) {
hexo.9a3592764e36ecc16a516b638069356ecac43bef.lib.init.js,var defaultCallback = function(err){,var defaultConfig = {
bower.339831a1ed286f9e9daf2ff463f6ad2212688ec5.lib.core.config.js,"cache               :  path.join(roaming, folder, 'cache'),","cache           =  path.join(cwd, '.bowerrc');"
hexo.86e6ed3e5cab8ec781237d1479486ef8340a8e45.lib.generator.archive.js,"paginator('/' + config.archive_dir + '/', posts, 'archive', render, next);","paginator(target, posts, 'archive', render, next);"
karma.5457f8301f3c5e3c89d8791a0792a19d88039221.lib.browser.js,"var Browser = function(id, collection, emitter) {",var Collection = function(emitter) {
karma.0eeba187aa0aab0a428b636e62c70ef38e36ed28.lib.server.js,launcher.markCaptured(browser.id);,launcher.markCaptured(browser.launchId);
hexo.5afe811ec09e7a1109892a71dae6341aeb938e94.test.scripts.filters.meta_generator.js,"should.not.exist(metaGenerator('<head><link><meta name=""generator"" content=""foo""></head>'));","+ \'<meta name=""generator"" content=""foo""></head>\'"
bower.df8e5a16beca270d36bc6a5fe6fdcc25f8977f4c.test.core.packageRepository.js,var fs = require('../../lib/util/fs');,require('clearRuntimeCache');
express.140efb574c4d10e11f7a0fc83b6c51ec674165c3.lib.utils.js,".replace(/(\/)?(\.)?:(\w+)(?:(\(.*?\)))?(\?)?/g, function(_, slash, format, key, capture, optional){",exports.casc = function(string){ return stringify(string) {
bower.4064fedf55883d95973d078c0220da7f0e32049d.lib.renderers.StandardRenderer.js,StandardRenderer.prototype._genericNotification = function (notification) {,NULL
karma.581d56e98125e00069391a86e8be690a6dbe40bb.lib.cli.js,if (name !== '_' && name !== '$0') {,if (name === '_' || name === '$0') {
hexo.bb443d5f0efe91e880a653ccaff66548ee642702.lib.hexo.index.js,Locals.prototype.site = this.locals.toObject();,Locals.prototype.cache = this.onlyView;
hexo.3ca0a22954ae5a790bbd3a012079732f47fb5407.lib.plugins.console.deploy.js,"extend.console.register('deploy', 'Deploy', function(args, callback){","extend.console.register('deploy', 'Deploy', function(args){"
express.6775658ed5cbac13f2d24c89e23ed967ad6a66ba.test.app.param.js,"it('should support altering req.params across routes', function(done) {",it('should support altering req.methods
hexo.4317c6df32f803947b9b61ebed9f154da2ee45c5.lib.plugins.helper.list.js,"limit: 0,","semi: 0,"
bower.8e0b8f2fafa126e1b895675105e8b5d89f9b7649.test.helpers.js,Object.keys(require.cache).map(function(e) {,list.forEach(function(item){
karma.a5945ebcf11c4b17b99c40b78d7e2946f79c77c2.lib.browser.js,var activeSockets = [socket];,this.activeSockets = [socket];
hexo.2c6692bfa033504a61da71ddd8810d6d935cfe37.lib.plugins.helper.list.js,if (!categories.length) return '';,if (!categories.length) return '';
hexo.970a9388098a6321c9f80255f4b4130b3dc48a8a.lib.plugins.helper.js.js,"extend.helper.register('js', function(path){","extend.helper.register('trim', function(){"
bower.482b1c8f4c476366f5a6642b69edeb5058880485.lib.core.manager.js,"pkg.on('error', function (err, origin) {",this.uninstall = function () {
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.lib.plugins.tag.youtube.js,"function youtubeTag(args, content) {",'
hexo.f2c11995e7fbd192a11f3299d008bf608f9e76eb.lib.plugins.console.generate.index.js,"module.exports = function(args, callback){","module.exports = function(args, callback){"
express.c5512265041ed82c79ab93ad2bd0dad3a43c4f9f.lib.express.plugins.session.js,var threshold = Number(new Date(Number(new Date) - ms)),this.lastAccess = Number(new Date) - ms }
karma.152337d991392faecb604d124b8546f4b55e9612.lib.middleware.common.js,"response.setHeader('Expires', (new Date(0)).toUTCString())",.setHeader('cache')
hexo.97122a6a5caf368240df344cc9a2c55a219e3645.lib.db.js,"async = require('async'),","async = require('async'),"
hexo.16e3d7552c20620d19e54a1df588490b0c11ceef.lib.model.Asset.js,"baseDir = hexo.base_dir,",var baseDir = hexo.base_dir;
express.36e8cb3abe7292d75256a2def580479564bb6a51.lib.express.spec.mock-routes.js,reset = function() {,.then(function() {
hexo.657a037d327df184a85b567cff290a7df9913049.lib.plugins.processor.post.js,const { timezone: timezoneCfg } = config;,"const { timezone: timezoneCfg, use_date_for_updated } = config;"
karma.d65e911c80f0ccb3d6dac5634c89d93ff45e9ca8.lib.middleware.karma.js,var stripHost = require('./strip_host').stripHost,var common = require('./common')
express.9fb91c6af9cd5c164160e830a97163a89324f31f.spec.spec.node.js,if (process.ARGV[2]) {,if (process.ARGV[2]) {
bower.6bc778df32c0276300f0ca782a92b576b8ca6a06.lib.commands.uninstall.js,"return project.getTree(options).spread(function(tree, flattened) {","return project.uninstall(decEndpoint, flattened)"
express.b37a02ea5a6bd98138f2f745f9b140756888c238.spec.spec.routing.js,it 'should populate several param keys',it('should.formatTimezone()'
express.25909c0d9da3778686062aebeeec19b6ce9a2dad.lib.express.response.js,"http.ServerResponse.prototype.sendfile = function(path, fn){",'
karma.3a618b3ce51f7fb8da94636562ba2ed785da0579.test.client.karma.spec.js,"it('should capture confirm', function () {","it('should stop execution', function () {"
karma.8efb28d7a42b815cf92b1029fbdb75feab343da7.test.unit.browser_result.spec.js,const BrowserResult = require('../../lib/browser_result'),'
express.9bdd59f4055b2606e7af3e8753aee29653c025b2.lib.express.core.js,try {,*/ {
express.d57ad3380e1d8c08864735d251ab2ccb42de925c.lib.express.core.js,request.cookie = Express.parseCookie(request.headers['Cookie']),response.headers = Express.arrayToHash(request.headers);
bower.6bc778df32c0276300f0ca782a92b576b8ca6a06.lib.util.userAgent.js,module.exports =,var regex = {
express.6cc80f8c542eef3ac38acc362d8f78811d4e6a05.lib.express.utils.js,* Merge param _key_ and _val_ into _params_. Key,* Merge param _key_ and _val_ into _params_. Key
express.1114ca1ab651707abaf5d7505d9d5144cc1bbd89.test.app.js,"assert.equal(typeof app, 'function');",NULL
bower.fd31f247a623cf466b684a621814d05d67858770.lib.util.hogan-colors.js,"yellow : function (s) { return s.yellow; },","yellow : function (s) { return s.yellow; },"
karma.6af6170f8bed47b3e690e39d88567f35d8a255ae.lib.launcher.js,var BaseBrowser = require('./launchers/Base');,var baseDecorator = require('./launchers/base').decoratorFactory;
bower.c7df6f50caf47f2bb0dfd87aad87c494bcc938e3.test.core.packageRepository.js,var helpers = require('../helpers');,var helpers = require('../helpers');
express.ec43eb921db4124b3b8f77418a2ed317a6fa44df.examples.app.js,enable('cache views'),locals: {
bower.bcbff3271672cfac08de3b2ca58c632de899004a.test.commands.install.js,return helpers.run(installPackage3).then(function () {,return helpers.run(install(installPackage).then(function () {
eslint.219aecb78bc646d44bad27dc775a9b3d3dc58232.tests.lib.testers.rule-tester.js,"{ RuleTester } = require(""../../../lib/rule-tester""),","const ret = create(this.reset();"");"
express.eef24ea29cd62065827ad2ac9a09de86406793d1.lib.express.plugins.cookie.js,exports.parseCookie = function(cookie) {,NULL
hexo.038ad133044083af286b73331a4885f33736d1c8.lib.plugins.processor.index.js,"filterExt = extend.filter.list(),","filterExt = extend.filter.list(),"
hexo.a64d05d6c9968dc16a686d7b6c95e1cd87ed5e28.gulpfile.js,return gulp.src('test/index.js'),return gulp.src('test/index.js')
express.81652c82445e981276317168a22da677713a5614.test.app.options.js,"app.del('/', function(){});","app.del('/', function(){});"
hexo.8b4256a2f178b99d1ef2f442c452467b612cb6ad.test.scripts.extend.migrator.js,"it('register() - Promise.method', async () => {","d.register(\'test\', () => {});"
hexo.ff4ca62be6f4a39629b0afc9e6252029e73efbf3.test.scripts.helpers.open_graph.js,"meta({property: 'article:tag', content: 'optimize'}),","meta({property: \'article:tag\', content: \'optimize,web'}),"
express.30d23a8699a374f406c64da0001c3bfe0fd3797e.lib.express.plugins.redirect.js,"redirect: function(url, code) {",NULL
express.70767b19aca926faf679d6ccdd068ba98c52d480.lib.request.js,if (!host) return [];,if (toReply) {
hexo.a72afcdf42c6e5e288017c10a1855171c21653de.lib.hexo.router.js,return Object.keys(routes).filter(key => routes[key]);,return Router.format = data => {
hexo.9e31055993298f4530067b6dc5c9f7f3d8015c6a.lib.cli.init.js,"file.write(target + '/package.json', JSON.stringify(pkg, null, '  ') + '\n', next);",""""
express.1dc87761a0613a663573e14aaeccfce2cb8cf9aa.lib.http.js,"this.set('home', '/');","this.set('home', '/');"
karma.a1049c6059db84ae7b14621d8df6a0db7b6d13cc.test.unit.middleware.runner.spec.js,"config = { client: {}, basePath: '/' }",const promise.on('suc')
bower.2d292000a8c026a25b574d87a49256d5c9e6df40.lib.util.removeIgnores.js,var Q = require('q');,return!enabled;
karma.103bc0f878a8870770c8a8afce0a3fbf8a516ea7.test.e2e.timeout.karma.conf.ignore.js,reporters = ['progress'];,NULL
hexo.2ee787e3891710db6cc21991ecfdb669d56ae906.lib.hexo.load_database.js,const fs = require('hexo-fs');,NULL
bower.755d87338db2d750baa5f1e0122c5ca0d0f891b1.lib.core.manager.js,"var result = prune(this.getDeepDependencies(), this.opts.forceLatest);",return this.unresolved : this.solved });
express.5f916357e9d335728b956e9a0e9c7df99ea97208.lib.express.plugins.session.js,"var Request = require('./../request').Request,",NULL
bower.fe1a635c141cc1a4a8931fe2cb229b7b4897ead6.lib.core.resolverFactory.js,var fs = require('graceful-fs');,}return resolverFactory();
hexo.dce29b7cbf989e6babdc418ad0da6a39bd728d3c.lib.extend.helper.js,class Helper {,} else {
express.216cb1ea1239d3bff42065e9a93b156cd23cfa2a.spec.spec.plugins.view.js,Globals = require('express/plugins/view').Globals,use(require('express/plugins/cookie').Cookie)
express.d42d8f5b078eb8136d9fc645d43cdbbf17873854.test.res.cookie.js,"res.cookie('gender', '?');","res.cookie('age', 1);"
express.693e37459a4bdd815279c5253702c98456bd2467.spec.spec.routing.js,describe 'with regular expression',describe 'with no response body'
express.1396e0855d1f7cf0ef86913e74c262bb9ade7e7e.examples.big-view.index.js,", logger = require('morgan')",", User = require('./user')"
hexo.727a138a56d46542b3f5498710bee7c7661aed39.lib.cli.init.js,"colors = require('colors'),","server.start(),"
hexo.5bd70cf1ca19d6bfc1a97c887da0e52c47e3f8db.lib.extend.js,require('./cli');,""""
express.2173d0082907ee38a7cca001638f0ca9e7c95c99.test.app.router.js,"it('should eat everything after /', function(done){","it('should return sum', function(done) {"
karma.d5df723f97d1b48133416109276feebb0c6fa82d.test.unit.browser.spec.js,"it('should update total specs count during execution', () => {","it('should not emit (nothing but not executing()', () => {"
express.1396e0855d1f7cf0ef86913e74c262bb9ade7e7e.test.res.cookie.js,", cookie = require('cookie')",", cookie = require('cookie')"
hexo.65031b732d0cb4b729d68901d570a5eb7db26e50.test.scripts.console.config.js,var rewire = require('rewire');,var rewire = require('rewire');
hexo.72ff6ac9f2f80b4ae32aeed014a859bd5e6be4ea.test.scripts.util.router.js,var Router = require('../../../lib/hexo/router');,var data = router.get('test');
express.490584c8bcd7ca0e1ce2fcd31a657e6dae531bca.lib.response.js,"if (app.route) url = join(app.route, url);",return } / (app) };
hexo.8010eb8f180b772b0d14576ee5aab139aec54096.lib.cli.deploy.js,"command('cp', ['-r', publicDir, deployDir], {}, next);","command('cd', [target + '/.deploy'], next());"
karma.855815103d9e64061e93c4f8e20dba51f11d985e.lib.server.js,"console.log(util.formatError(log, '\t') + '\n');",console.log.forEach(function(log) {
eslint.219aecb78bc646d44bad27dc775a9b3d3dc58232.tests.lib.formatters.json.js,"formatter = require(""../../../../lib/cli-engine/formatters/json"");",const result = code = code = formatter(code);
bower.b1e97266e3a2033372cb52b9ea7b16b6c56ab83e.lib.resolve.resolvers.GitResolver.js,return heads;,return this._refs);
karma.421162424be42d1c8360444297eaa7478359c09d.tasks.bump.js,"grunt.file.write(grunt.config('pkgFile'), JSON.stringify(pkg, null, '  ') + '\n');",""""
express.221f993b46732c7b63c540551adf5b8c8bc763e6.examples.mvc.app.js,var app = express.createServer();,var app = express.createServer();
hexo.d35287a765d5d7d43135c8f50d1a63204d5f21ad.lib.model.hooks.post.js,parent: i === 0 ? {$exist: false} : categories[i - 1],""""
hexo.4e5ccc8702fa7e6b160adaed720731b2088600d4.test.scripts.extend.tag.js,});,});
express.ab924008fb472d73fc62c77060f6e0aeff8fe594.lib.express.core.js,request.uri.params = Express.parseNestedParams(request.uri.params),Express.return Express.return Express.listen())
hexo.9ee0ee00c6b59d25bc64cd823a3f20993abe6476.test.scripts.box.box.js,box.unwatch();,it('process();
hexo.843db833ee458b3698b81e22f71e900f606b5d12.lib.plugins.console.generate.js,"stdout = process.stdout,",return watch(answs});
hexo.52eec7e86484ed60f465bb62807a1e9426a51da3.lib.box.index.js,"const { join, sep } = require('path');",const json = fs.readFile(path)
bower.23fbbb51915d532a23ce0faafcc140663fbc008e.lib.core.Project.js,"}, true);",})(this);
hexo.984485393867e687099b4c226f4c4e103caceeea.public.js.filters.js,return size.toFixed(2) + ' ' + units[i];,""""
bower.d3991ee672bbacba2545a602862721fc9bb9615e.lib.core.resolvers.FsResolver.js,if (this._guessedName) {,if (this._working) {
karma.00d63d0b965a998b04d1917d4c4421abc24cec18.tasks.test.js,"var next = function(err, result, code) {","var next = function(err, result, code) {"
eslint.219aecb78bc646d44bad27dc775a9b3d3dc58232.tests.lib.formatters.checkstyle.js,"formatter = require(""../../../../lib/cli-engine/formatters/checkstyle"");",const result = formatter(code);
express.3dc53e105a5fce25c3e4e1d8e0fa8feda5737f55.lib.request.js,if (!~type.indexOf('/')) type = mime.lookup(type);,'
karma.fd9262d9710607c362bf751344d525eb5e3e7c3c.lib.reporter.js,"log.debug('Trying to load reporter: %s', name)","var errorFormatter, reporter,"
express.ec8daf0e7b020e5e597e7d7f85c88179a29a09cb.lib.router.index.js,if (slashAdded) {,if (layerPath) {
express.e92b01f813185ea74cab1fa5b2d8ef8d4464dff3.lib.express.plugins.method-override.js,request: function(event) {,"}, function () {"
express.bd1ab7ab96683d0908613597f8fdcd1bfd0597d9.lib.view.js,"this.render(layout, options, fn, view, true);",return options.fixTim object = true;
express.b565e258cb4b2f59f5062515f2289cd312679843.lib.response.js,", accept = require('./utils').accept",", mime = require('mime')"
bower.7c96eb08192f631bb10ca9ca803f4f5de8ef0df7.test.core.resolvers.fsResolver.js,var mkdirp = require('mkdirp');,var Logger = require('bower-logger');
hexo.f3517907e7e86bf8d636ebc624beaf56524e86d3.test.scripts.helpers.url_for.js,require('chai').should();,return result);
karma.d5df723f97d1b48133416109276feebb0c6fa82d.lib.browser.js,} else if (helper.isDefined(info.total)) {,} else if (helper.isDefined(info.total)) {
bower.7c96eb08192f631bb10ca9ca803f4f5de8ef0df7.test.core.resolvers.resolver.js,var mkdirp = require('mkdirp');,var tmp = require('tmp');
bower.537cd42097f63b8aad94fd3972c001c924447be2.test.helpers.js,"TempDir.prototype.create = function (files, defaults) {","TempDir.prototype.create = function (files, defaults) {"
bower.852310596be0e77a43b3caff8cc5836dac8ed64f.test.package.js,"assert.deepEqual(_.uniq(deps), ['jquery', 'package-bootstrap', 'jquery-ui']);","var expected = return pkgs = [""jquery', 'jquery', 'angular'];"
bower.723cfd52d172c1413fa5e96d7df6b3c63e66fdc6.lib.core.manager.js,"glob('./' + config.directory + '/*', function (err, dirs) {","glob('./' + config.directory + '/*', function (err, dirs) {"
karma.c311ac00cef4a957f889ed613238793c0ffa95a2.lib.cli.js,console.log(`Karma version: ${constant.VERSION}`),console.log(optimist.help())
hexo.683fd0a19c4f94216dcc13c35970135d7a6ef03e.test.scripts.hexo.post.js,"it('render() - escaping swig blocks with similar names', function(){","it('render() - skip render() - escaping swig blocks', function', function(){"
express.0894cfe058caa7511bd33123e4695a0d9a47c455.lib.express.utils.js,"keys.reduce(function(parts, key, i){","}"""
hexo.e3c564dbb72674b1d4012ee3f3a3647197c29854.test.scripts.extend.renderer.js,"describe('Renderer', () => {","describe(\'Render\', () => {"
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.test.scripts.renderers.swig.js,"describe('swig', function() {","describe(\'post\', function() {"
express.ebf60d23408c20fe9e14ecd4a2f543cf5da618a2.test.res.cookie.js,"var val = ['name=tobi; Path=/', 'age=1; Path=/'];",return get('id=something-id=something-id');
hexo.e38e4be862fd71f6d636473799df545d3bebb8b0.lib.plugins.processor.index.js,if (excerptRegex.test(content)){,return content;
hexo.08a9b5f22749b12c2289a3ee820981ba15acaed4.lib.models.post.js,if (config.relative_link) partial_url = '/' + partial_url;,"return config.url + _.replace(partial_url, config.root, '/');"
hexo.ea0e2cb15891a2fce9fc6f49170a8ba5ee6aee95.test.scripts.tags.code.js,"it('non standard indent', function() {","it(\'non standard indent', function() {"
express.411acf72b22d87c5e31392e3ff0740057e3100dd.lib.express.plugins.cookie.js,"return $(cookie.replace(/^ *| *$/g, '').split(/ *; */)).reduce({}, function(hash, pair){",'
express.350c310906801c83c47de4d7d7aa82c5ab1fdc48.test.express.test.js,"server.delete('/something/else', function(req, res){","segment':something', url: true,"
express.39f4eb9940c6d330b8362c4a6904fbdf6ecb550f.lib.express.server.js,this.showVersion = false;,NULL
bower.51bd1f559c7d37a5b4ca4529c0709fb0571a9dc5.test.manager.js,function clean(done) {,done();
hexo.6149999cbf4eb27bae1e3668c470c9eb71591858.test.scripts.helpers.css.js,result.should.eql(expected.trim());,"assertResult(css([]), {"
hexo.08a9b5f22749b12c2289a3ee820981ba15acaed4.test.scripts.models.post.js,"it('permalink - virtual - when set relative_link', () => {",""""
hexo.b9ad6057e81cd797b87f4d5fe92b704df72aabaa.test.scripts.helpers.index.js,require('./meta_generator');,require('./meta_generator\');
express.78d3d4d27f3281862c47a9dfeeb800d9e280d238.lib.express.pages.show-exceptions.js,function stack(e) {,describe \'.get()'
express.eece3850bc5206c28bfac78c986fbe0c193b34b8.test.app.engine.js,var path = require('path'),var path = require('path');
hexo.803dddc11bc8212c25d6c3a536fb1c717086283d.lib.generator.paginator.js,this.year = posts.year;,this.prev = base;
express.da7921f2c64aea2513cc214406e7153e0f41596d.lib.express.js,", HTTPServer = require('./http');",NULL
express.9e684d45bce6ef10992ebd4855e6777e197be56e.lib.request.js,.parseParams(accept),this.
hexo.ad7f9d6a0a26f86139386b215fd2c4dc43c32e03.lib.plugins.deployer.openshift.js,"'For more help, you can check the docs: ' + 'http://hexo.io/docs/deployment.html'.underline",""""
hexo.03211ec7e2714299802ac18426d3bec48af19366.lib.db.js,} else if (defaultVal != null && typeof defaultVal !== 'undefined'){,return this.toArray.prototype.each(function(){
bower.5bb77b1e0379be2bcf5fb9e5f0a63236fcb52446.lib.commands.cache.clean.js,var defaultConfig = require('../../config');,var defaultConfig = require('../../config');
express.b04be51848acc8edbfa5cf32e4cc84cde6aabb09.test.response.test.js,'test #status()': function(){,'test #status()': function(){
express.6b9eb8aae329ac44428a11a6e1bf2a10e36e1895.lib.express.server.js,this.viewHelpers = {};,this.viewHelpers = {};
karma.7eb48c53c9e591b2f886baacf40468988219c360.lib.middleware.karma.js,"log.warn(`Invalid file type (${fileType}), defaulting to js.`)",(configuredLinteractiveSockets'
hexo.a0f4fb04a82ce03da5a8de15acb67c300915268b.lib.plugins.console.generate.js,term.clearLine().move(0).write('Generated completely.\n');,return Promise.exec('migrate();
hexo.ed1fb58ea4769280cbfa9fc42edd917892edb9fc.lib.plugins.generator.post.js,var posts = locals.posts.sort('-date').toArray();,'
express.07d06adf866b2dccb6ac8e8a9a2a8e8ab5de8a14.test.view.test.js,", locals: { otherName: 'Overridden' }",function test1Server(){
express.4d01b4fa59d87343b4fc83ed53ebcf27785cecce.lib.express.response.js,var status = 200;,""""
express.8d741361e024452ba9c97b41bc9cddfadcd25c8d.lib.express.js,require.paths.unshift(__dirname + '/support/ejs/lib'),require.paths.unshift(__dirname + '/support/sass/lib')
hexo.38cfc19a94add8cae77d83f2aea03d7bce8e26b4.lib.cli.init.js,"'new_post_name: :title.md',","'per_page: 10',"
hexo.683fd0a19c4f94216dcc13c35970135d7a6ef03e.lib.models.post.js,"id: String,",});
bower.9e7f13694861ac6060ee31ebb2edd585bb770cde.lib.config.js,"endpoint:  'https://bower.herokuapp.com/',",endpoint: {
hexo.e35a73dd635477aef1d15170cbb8c986a62f9eca.lib.theme.js,"var sourceDir = themeDir + 'source' + sep,",var layoutDir = themeDir + 'layout' + sep;
hexo.8f35f1500496d8af2630cdd66e47880132e20300.test.scripts.tags.code.js,"result.should.eql(highlight(source, {",.should.should.response(server)
hexo.22f18672da5f483b5cbfdb5fda58e3b8bc666000.lib.plugins.helper.tagcloud.js,result +='</a> ';,return {
karma.153880f6a17592b5b28af0b7cf0692238c3a6229.test.unit.web-server.spec.js,import request from 'supertest',return request(server)
bower.7c82da8389eb22c28a682d1f044e9733c26e6334.test.helpers.js,var proxyquire = require('proxyquire').noCallThru().noPreserveCache();,.store = engines = engines.store.uninstall({
karma.d5bacfc55025a18a2e1f21fa4bf85dbfc728fd1c.lib.server.js,"config = require('./config'),","config = require('./config'),"
express.54fa643c109dd5de93570ed6f0c4d4a13d01db8a.spec.spec.request.js,"describe 'with ""throw exceptions"" enabled'",describe 'when given no cookies'
hexo.3378541add3ee3bf62390259f088f160805a1b39.test.scripts.hexo.hexo.js,const Locals = hexo._generateLocals();,const content = fs.writeFile(pathFn
hexo.5370979d9f1a6d21d9f66449cb58843be42ae0ad.lib.cli.deploy.js,console.log(help + '\n');,console.log(help + '\
bower.83b6820458e990ba776c97e5b9968c70de8e7f48.lib.commands.cache.clean.js,var RegistryClient = require('bower-registry-client');,var cli = require('../../util/cli');
express.643397ed21fc7086dc5662d1f291beddfbb976ae.test.req.protocol.js,", request = require('supertest');",NULL
express.eb94667ec8a774360d4bae997d06a066c608bba4.lib.express.utils.js,"$(keys).reduce(queryString.parseQuery(key), function(parts, key, i){",} else if (queryString.hasOwnProperty(key)) {
express.766b3aecf7aadc14d95e382c4e85c985d0288890.test.app.render.js,err.message.should.match(/Cannot read property 'name' of undefined/);,NULL
bower.e84f71cd378767b7731a3cbaf03a6d46c497ffd6.lib.commands.search.js,var Tracker = require('../util/analytics').Tracker;,var Tracker = require('../util/analytics').Tracker;
bower.eb747d7508ed50b054b77e46357b514f09d9bb6b.lib.util.save.js,"return _.find(Object.keys(this.dependencies), function (key) {","return _.find(Object.keys(this.dependencies), function (key) {"
hexo.07bd5c83d8e9d2bbc434a4aecf86f6c96065e6b7.lib.generate.category.js,"var config = hexo.config.category,","var config = hexo.config.category,"
hexo.d984dde6af6de0e7ebe2bd0c86fa0fcc8ebe4ffb.lib.deployer.github.js,"command('git', ['add', '-A'], next);",""""
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.lib.plugins.helper.relative_url.js,"function relativeUrlHelper(from, to) {",} else if (results.error) {
express.5ac631a270aa9d301bead847b531222fab7cb064.lib.application.js,this.enable('x-powered-by');,this.enable('view cache');
karma.381d8f3e6956d06372e0c9c2717ec54aff83d899.lib.watcher.js,var helper = require('./helper');,return false;
express.41f8435d32237d672cc0f5040c21eeaa5d8ef56a.test.app.router.js,"res.setHeader('x-user-id', String(req.params.id));",return app = express();
express.a1705b782277f1b6335744b7e4c9f2d17d30c9e6.lib.express.core.js,this.keys = Express.keys,this.keys = []
express.fdf0f3f282be7a856273486f749f497e5306bb2a.examples.multipart.app.js,"app.post('/', function(req, res, next){","return function(req, res, next, val){"
bower.afd01cc40c5511c9e1742bbf4645167f8078008a.lib.core.Project.js,var Logger = require('./Logger');,var Logger = require('./Logger');
bower.00aaeb9305e3941a8ab560d42c2050fb0f945a1a.lib.core.package.js,var _          = require('lodash');,var config     = require('./config');
hexo.602aa6f74df3bdce10dc3094ecb1117b7d3e0cf6.lib.plugins.helper.list.js,if (options.posts) posts = options.posts;,"function no(key, options){"
hexo.923d1c9c86503722b83f6ed359743a2badf1baac.test.index.js,require('chai');,'
bower.32356f23d39ed19d4cdbdd2eb1016f0cf2a09ffb.lib.core.Project.js,.then(function () {,.then(function () {
express.f8879ac5d19755931608f7dbf40fd0550277273b.examples.app.js,"get('/*.css', function(file){",NULL
karma.518abac81ca4b3a1496a93638c77ca76410711d3.lib.watcher.js,"log.debug('Watching ""%s""', path);",".replace(/\\\\/g, '/')"
karma.850a90bc2be8f98de6bfbadbb0476752081563cb.test.unit.server.spec.js,var mockBoundServer,= mockSocketServer
